,Neighb,Latitude,Longitude,IdVenue,Venue,Lat_venue,Long_venue,Tip_count,Rating,Likes,Photos_count,Category
91,El romeral,36.72117152427656,-4.475025124456899,528fc9a511d28b1ed54159ae,Raff Tapas & Bar,36.72160882514521,-4.479820366909243,60,6.7,131,82,Tapas Restaurant
92,El romeral,36.72117152427656,-4.475025124456899,5531710b498e4b742892dcb6,El Gallo Negro,36.720731939823736,-4.472992979563108,3,6.3,8,12,Spanish Restaurant
93,El romeral,36.72117152427656,-4.475025124456899,4bb6521c6edc76b06ec0301c,Tapería La Bodeguita,36.72087957881778,-4.473390214871534,18,6.2,13,14,Tapas Restaurant
94,El romeral,36.72117152427656,-4.475025124456899,4c950e1882b56dcbce24d5aa,Cafés y Tes Rivendel,36.72100913527464,-4.47486540845583,24,6.1,25,25,Café
95,El romeral,36.72117152427656,-4.475025124456899,50715621e4b0cff8622808c8,el refugio mas que tapas,36.721462147621104,-4.476231662685448,3,6.1,4,8,Tapas Restaurant
96,El romeral,36.72117152427656,-4.475025124456899,4dad84410cb6f003f489fff7,La Traviata,36.721101218209434,-4.474989473889171,6,6.1,5,4,Italian Restaurant
97,El romeral,36.72117152427656,-4.475025124456899,4da212ddc6e96ea8fa52ce5d,Telepizza,36.72155327844585,-4.4797050809318115,4,6.4,9,10,Pizza Place
98,El romeral,36.72117152427656,-4.475025124456899,4cff858eba1da1cdfaa58328,Pizzeria Hércules,36.72090707186421,-4.473455208693581,8,6.0,4,5,Pizza Place
99,El romeral,36.72117152427656,-4.475025124456899,4c154487a5eb76b02813c3b7,A La Turca,36.720906,-4.473696,7,6.0,2,6,Fast Food Restaurant
100,El romeral,36.72117152427656,-4.475025124456899,514f0533e4b0be820539f913,El Refugio,36.721444759054314,-4.476238989081308,20,6.0,30,22,Spanish Restaurant
101,El romeral,36.72117152427656,-4.475025124456899,53da95a3498e95db422da796,Marmita Málaga,36.72160824259082,-4.479162544754181,16,6.3,22,18,Tapas Restaurant
102,El romeral,36.72117152427656,-4.475025124456899,4bb79e79cf2fc9b641829e02,Restaurante Chino Xian,36.72122139898803,-4.478273541441579,8,6.1,4,4,Chinese Restaurant
103,El romeral,36.72117152427656,-4.475025124456899,5459544a498e72e20955baf8,MARCO Pizzería Ristorante,36.721470296035726,-4.479158714943101,7,6.1,7,9,Italian Restaurant
104,El romeral,36.72117152427656,-4.475025124456899,4bf6f50eb182c9b60ad6745a,"El Cenachero, Marisquería Freiduría",36.72133629297861,-4.477542165131635,10,5.7,8,8,Mediterranean Restaurant
105,El romeral,36.72117152427656,-4.475025124456899,4fd8ab84e4b0ec3e9c5948c1,Tapas y algo más,36.72113753835469,-4.474305527937011,0,5.7,4,5,Tapas Restaurant
106,El romeral,36.72117152427656,-4.475025124456899,52d2a3e8498e44cbe983028b,El Hormiguero,36.721203157481064,-4.476970910814366,8,5.4,14,11,Tapas Restaurant
