,Neighb,Latitude,Longitude,IdVenue,Venue,Lat_venue,Long_venue,Tip_count,Rating,Likes,Photos_count,Category
121,Centro historico,36.72071959691778,-4.421059456825723,4bb661a7f562ef3b65113097,Mesón Astur,36.72194096353303,-4.4209050066888835,25,7.8,38,33,Spanish Restaurant
122,Centro historico,36.72071959691778,-4.421059456825723,51545633e4b0f865ac3b49d7,El Mesón de Cervantes,36.724031554715296,-4.41997173822235,167,9.2,322,198,Tapas Restaurant
123,Centro historico,36.72071959691778,-4.421059456825723,4ea93e799adf64e06c472db1,El Almacén del Indiano,36.720785578671894,-4.424144752029212,3,8.0,6,18,Deli / Bodega
124,Centro historico,36.72071959691778,-4.421059456825723,4d1ceb6e0901721e8b0174a5,Los Tres Caracoles,36.72316913089422,-4.420944076775828,3,8.0,10,10,Tapas Restaurant
125,Centro historico,36.72071959691778,-4.421059456825723,4b886133f964a52082f331e3,El Pimpi,36.72169493732647,-4.417351235910856,448,8.5,1254,1466,Tapas Restaurant
126,Centro historico,36.72071959691778,-4.421059456825723,577183b9498ef7463bdc6707,21 Bou,36.72181586969126,-4.420671179417695,2,7.8,17,15,Diner
127,Centro historico,36.72071959691778,-4.421059456825723,4bedb1f7a40fc928345c820c,El Tapeo de Cervantes,36.723929,-4.419261,96,8.9,166,151,Tapas Restaurant
128,Centro historico,36.72071959691778,-4.421059456825723,5784043b498e4d3632eb106d,Ciao Carreteria 69,36.723747,-4.422696,9,8.4,17,14,Pizza Place
129,Centro historico,36.72071959691778,-4.421059456825723,51812a08498e85106c80b89a,Tejeringo's Coffee,36.7230569081028,-4.420836975523713,39,7.8,76,101,Café
130,Centro historico,36.72071959691778,-4.421059456825723,5a9bf2979f8a9f308338e5e0,Casa Lola,36.71967376365146,-4.42048913645738,6,7.1,12,18,Spanish Restaurant
131,Centro historico,36.72071959691778,-4.421059456825723,4c11524ed917c928fa85b562,La Catedral del Pescaito,36.72148427612376,-4.419977312631435,10,7.6,14,17,Seafood Restaurant
132,Centro historico,36.72071959691778,-4.421059456825723,53ab1c21498e89b5023bab3d,kgb,36.72044659901826,-4.42121499869209,15,7.5,32,47,Bistro
133,Centro historico,36.72071959691778,-4.421059456825723,56e326b2498ed68a8d77bdb3,Black Label - Urban Grill,36.723596833395035,-4.4191759666567245,3,7.7,7,6,Steakhouse
134,Centro historico,36.72071959691778,-4.421059456825723,54d3d661498e0eec3732b017,Batik,36.72221489178558,-4.417016179272806,34,8.5,64,77,Mediterranean Restaurant
135,Centro historico,36.72071959691778,-4.421059456825723,4c13e4c97f7f2d7f17f0df68,Cortijo de Pepe,36.722946735506184,-4.417668467996575,39,8.0,72,87,Mediterranean Restaurant
136,Centro historico,36.72071959691778,-4.421059456825723,4c2ba8ced1a10f475a4bf864,Las Papas del Museo,36.721990330898564,-4.418338513466658,12,7.7,21,43,Spanish Restaurant
137,Centro historico,36.72071959691778,-4.421059456825723,516c3e1ce4b06b42beaf1d0f,Taberna del Siglo,36.721607033204236,-4.420152316768928,15,7.5,56,81,Gastropub
138,Centro historico,36.72071959691778,-4.421059456825723,4c38718e93db0f47bc872192,El Vegetariano de la Alcazabilla,36.722083477249605,-4.4170273328862555,13,8.2,26,28,Vegetarian / Vegan Restaurant
139,Centro historico,36.72071959691778,-4.421059456825723,4cb37a8239458cfafea11aa0,El Farolito,36.723395651193364,-4.420132720261378,9,7.6,20,23,Argentinian Restaurant
140,Centro historico,36.72071959691778,-4.421059456825723,572f90d1498e6743a5e92255,el gastronauta,36.72170953652926,-4.419430612314461,7,7.5,15,17,Gastropub
141,Centro historico,36.72071959691778,-4.421059456825723,5690216d498eff7b08f303c6,Terral Gastrobar,36.72041820133324,-4.421101212501526,17,7.1,8,24,Tapas Restaurant
142,Centro historico,36.72071959691778,-4.421059456825723,4c17ea15834e2d7feb152880,La Quesería,36.721406940721344,-4.420978209737844,18,7.3,28,35,Spanish Restaurant
143,Centro historico,36.72071959691778,-4.421059456825723,520f915211d2d7de4236819a,Puro Pescaito,36.723354924745365,-4.421153690465709,20,7.5,31,28,Seafood Restaurant
144,Centro historico,36.72071959691778,-4.421059456825723,50c3572ae4b070f4c214bf6d,La Bouganvilla,36.72179481934187,-4.420554068105878,20,7.3,64,72,Spanish Restaurant
145,Centro historico,36.72071959691778,-4.421059456825723,4bc5b7e05935c9b6d73ba6d2,Café Central,36.72113569911789,-4.421727054668476,38,7.3,100,249,Café
146,Centro historico,36.72071959691778,-4.421059456825723,4ccc2b4f566aa0936f841ffd,Quitapenas,36.72124530039973,-4.421086323873183,10,7.4,16,31,Spanish Restaurant
147,Centro historico,36.72071959691778,-4.421059456825723,58e65df692ca4c27d962556a,Gloria Hoyos Café Bar,36.724068,-4.4217787,3,7.9,8,6,Gastropub
148,Centro historico,36.72071959691778,-4.421059456825723,58a0d92c72714f7d353e1407,La Sole del Pimpi,36.721893,-4.417894,3,7.6,9,8,Spanish Restaurant
149,Centro historico,36.72071959691778,-4.421059456825723,4c363ce993db0f47b1ba1d92,Restaurante Libanés,36.722427,-4.419685,9,7.3,6,7,Moroccan Restaurant
150,Centro historico,36.72071959691778,-4.421059456825723,4c534661f5f3d13a29ae35f8,Matahambre,36.722180032944514,-4.420726153272953,93,7.3,178,124,Tapas Restaurant
151,Centro historico,36.72071959691778,-4.421059456825723,4cffa3730457b1f720fa2c78,El Jardín,36.72058690768484,-4.418769039121131,12,7.2,29,44,Spanish Restaurant
152,Centro historico,36.72071959691778,-4.421059456825723,4b78149df964a520e7b42ee3,Cafe de L'abuela,36.72123816373455,-4.419004931781911,11,7.2,20,25,Café
153,Centro historico,36.72071959691778,-4.421059456825723,52a4731411d24137067d4315,Ciao,36.72180728313589,-4.419842214449999,17,7.3,37,43,Pizza Place
154,Centro historico,36.72071959691778,-4.421059456825723,4b877dc4f964a520cbc031e3,Café Madrid,36.72187089298663,-4.420575484285011,13,7.2,34,81,Café
155,Centro historico,36.72071959691778,-4.421059456825723,4e5fe8168877954de718d30e,Pizzeria La Romántica,36.723969076038614,-4.4193975909442385,16,7.8,18,22,Pizza Place
156,Centro historico,36.72071959691778,-4.421059456825723,54b79d34498e9197e0ecd3d1,Rey Negro Caffe,36.71964981228351,-4.4204871988951675,4,6.8,7,4,Breakfast Spot
157,Centro historico,36.72071959691778,-4.421059456825723,4b7d4506f964a5209bb52fe3,Restaurante Vino Mío,36.72435942611007,-4.418924619451227,67,8.2,81,147,Spanish Restaurant
158,Centro historico,36.72071959691778,-4.421059456825723,558f0abc498e2d2a21511a98,Vinería Cervantes,36.72404427110153,-4.41931951714515,15,7.1,27,8,Tapas Restaurant
159,Centro historico,36.72071959691778,-4.421059456825723,4d03f05d26adb1f7bc8ccf70,Meson Santiago Sedeño,36.72127,-4.420326,3,7.1,10,15,Tapas Restaurant
160,Centro historico,36.72071959691778,-4.421059456825723,4bad41d8f964a520d13e3be3,El Lechuga,36.72307644065269,-4.417577084037909,35,7.8,47,67,Salad Place
161,Centro historico,36.72071959691778,-4.421059456825723,4befb0891f17ef3bf8ac9bc8,Calafate,36.7227201393375,-4.422773429091549,28,7.3,38,29,Vegetarian / Vegan Restaurant
162,Centro historico,36.72071959691778,-4.421059456825723,549593e7498e91fedc4802f6,La Brujhada,36.721430370502944,-4.418658516029738,6,7.1,5,8,French Restaurant
163,Centro historico,36.72071959691778,-4.421059456825723,4b7562bef964a52093092ee3,Clandestino,36.72233331424432,-4.419334972114971,37,6.9,30,64,Mediterranean Restaurant
164,Centro historico,36.72071959691778,-4.421059456825723,4b6f2dbef964a52058e22ce3,El Gato con Bota,36.722137105932404,-4.417496756657231,16,7.2,16,18,Tapas Restaurant
165,Centro historico,36.72071959691778,-4.421059456825723,4d5fd5625c39b1f79a75fc49,Citron Bar & Restaurant,36.723399989477485,-4.418107279978821,25,7.2,34,48,Mediterranean Restaurant
166,Centro historico,36.72071959691778,-4.421059456825723,516be331e4b0c356f3cf854d,La Taberna del Pintxo,36.718733205894885,-4.422024441391338,27,7.0,52,67,Tapas Restaurant
167,Centro historico,36.72071959691778,-4.421059456825723,589a182aaf5c1433cf4c4abd,Nic Pic,36.724064,-4.418208,5,7.8,8,1,New American Restaurant
168,Centro historico,36.72071959691778,-4.421059456825723,54909375498e057c5067137e,Restaurante Arigato,36.722510831752935,-4.4201561529789055,11,6.8,14,7,Japanese Restaurant
169,Centro historico,36.72071959691778,-4.421059456825723,4fe35315e4b0179c631d1940,Isabella Taller de Cocina,36.7225084915136,-4.419491290692025,5,7.1,12,79,Mediterranean Restaurant
170,Centro historico,36.72071959691778,-4.421059456825723,4eb52766991165b762448586,Pescaito Frito,36.718193557523655,-4.424183440538287,5,7.2,7,36,Seafood Restaurant
171,Centro historico,36.72071959691778,-4.421059456825723,4bae81b4f964a520b2ba3be3,Café con Libros,36.72353634914174,-4.417114348511786,78,7.3,113,185,Café
172,La merced,36.724487246299134,-4.4188605342624685,4bd5f35a7b1876b08bb08b86,Cañadú,36.723394732583465,-4.417033686672064,39,7.7,53,53,Vegetarian / Vegan Restaurant
173,La merced,36.724487246299134,-4.4188605342624685,559ecf86498e4096ae2b3535,La Luz de Candela,36.725008,-4.420545,3,7.6,6,3,Spanish Restaurant
174,La merced,36.724487246299134,-4.4188605342624685,4cfc16b3c6cca35de8d68f32,La Tapería de Sybaris,36.72386449366125,-4.419561883654177,13,7.2,21,25,Tapas Restaurant
175,La merced,36.724487246299134,-4.4188605342624685,5131fe32e4b0ba071cc53e0c,Osteria Angelino del 1899,36.724647249560654,-4.419894377276811,11,7.4,18,7,Italian Restaurant
176,La merced,36.724487246299134,-4.4188605342624685,4b8bcc8cf964a520f2ab32e3,Calle de Bruselas,36.72370256371235,-4.417584034658812,26,7.1,43,73,Café
177,La merced,36.724487246299134,-4.4188605342624685,55a39907498e1ef2f00729bc,La Taberna del Pintxo - Alcazaba,36.722245644308146,-4.417045712471008,4,7.4,8,5,Tapas Restaurant
178,La merced,36.724487246299134,-4.4188605342624685,500568a9e4b00f838222276e,El Carpintero,36.7225026733777,-4.418969352318389,7,7.4,6,6,Spanish Restaurant
179,La merced,36.724487246299134,-4.4188605342624685,54c4c977498ee5614398b075,"La Plaza ""Alcazabilla""",36.72173945628795,-4.417303472432485,6,7.5,21,21,Mediterranean Restaurant
180,La merced,36.724487246299134,-4.4188605342624685,58f39207419a9e0b7f5ca084,100 Montaditos,36.72217044149716,-4.417110010688755,2,6.9,6,5,Sandwich Place
181,La merced,36.724487246299134,-4.4188605342624685,4db170de4df03036e8cdddd1,Ágora,36.72248066683318,-4.417014958838622,18,7.2,18,44,Greek Restaurant
182,La merced,36.724487246299134,-4.4188605342624685,4ef5d3cb9adf7bbf8749e6d5,La Plaza,36.72374626496869,-4.417281746864319,31,6.9,37,98,Tapas Restaurant
183,La merced,36.724487246299134,-4.4188605342624685,4c3ef0440e0d0f47b52c167f,Bodeguita El Gallo,36.72170727761841,-4.418435039884189,13,7.1,28,23,Spanish Restaurant
184,La merced,36.724487246299134,-4.4188605342624685,4bbd9696a8cf76b078f3b1fd,Cafetería La Victoria,36.72582,-4.414529,3,7.2,6,5,Café
185,La merced,36.724487246299134,-4.4188605342624685,5679ceb1498e720a4435faf4,La Calle,36.72250562427653,-4.422394620412665,5,7.0,8,10,Burger Joint
186,La merced,36.724487246299134,-4.4188605342624685,5662e7fb498e897cbddb1c22,Beher,36.721632136085205,-4.420221371256198,2,6.9,9,12,Tapas Restaurant
187,La merced,36.724487246299134,-4.4188605342624685,4d6810467579224b7cf9079a,Tepito,36.722325887417654,-4.422568605698645,6,7.3,17,15,Mexican Restaurant
188,La merced,36.724487246299134,-4.4188605342624685,59e5231f3c858d1155427741,TGB - The Good Burguer,36.72255,-4.417186,2,6.5,3,15,Burger Joint
189,La merced,36.724487246299134,-4.4188605342624685,4c12b91aa9c220a17a86549d,Trattoria Lorenzo,36.72327787686543,-4.417837825417654,19,6.1,20,34,Italian Restaurant
190,La merced,36.724487246299134,-4.4188605342624685,4ccf1c77aa25a35d7170240f,Mediterraneo I,36.72215279746962,-4.417575478503592,10,6.3,4,4,Moroccan Restaurant
191,La merced,36.724487246299134,-4.4188605342624685,4bbb4bddb35776b0e7c4cb01,El Carmen,36.72337533519753,-4.416861260160047,21,6.1,38,168,Sandwich Place
192,La merced,36.724487246299134,-4.4188605342624685,5827873627e8a32a798c4f57,Burger King,36.72223,-4.417142,0,5.7,0,0,Fast Food Restaurant
193,El ejido,36.72836486820439,-4.4181537797002,4dbbd353cda109aa6c8b3269,Bar El Caracol,36.72871065643325,-4.414318156297497,13,7.7,8,11,Café
194,Lagunillas,36.72563640195981,-4.416742562936597,547e0b2a498e29ea03ddd89a,Raff tapas & bar,36.72243399879382,-4.419695541990635,6,6.8,22,13,Tapas Restaurant
195,Vega de oro,36.65796661657205,-4.473676718082422,5412127b498e2efbb5913ee7,Tako-away,36.657088964539184,-4.478875652767505,12,7.1,13,15,Taco Place
196,Vega de oro,36.65796661657205,-4.473676718082422,5492e09c498e25e66de25c38,La Tagliatella,36.656555204,-4.478377157,3,6.6,11,16,Italian Restaurant
197,Vega de oro,36.65796661657205,-4.473676718082422,4df087351fc76cfdeb7d0baf,Taco Bell,36.656874207703375,-4.478722581176811,41,6.6,48,82,Fast Food Restaurant
198,Vega de oro,36.65796661657205,-4.473676718082422,4c40c4a6af052d7fc1527c79,Burger King,36.65698455321944,-4.478497839269331,5,6.4,17,18,Fast Food Restaurant
199,Vega de oro,36.65796661657205,-4.473676718082422,4c08fd246071a5934f0fdd32,A La Turca,36.656763184798486,-4.478770676020749,3,6.2,5,4,Falafel Restaurant
200,Vega de oro,36.65796661657205,-4.473676718082422,4c2cea93ae6820a1701b1a43,Lizarran,36.65729348667464,-4.478784306633035,11,6.2,14,16,Tapas Restaurant
201,Vega de oro,36.65796661657205,-4.473676718082422,4df21833b0fb807158bc7792,Pans & Company,36.65664992637438,-4.478776479143773,0,6.4,5,2,Sandwich Place
202,Vega de oro,36.65796661657205,-4.473676718082422,4bb3014742959c74dd7c212c,Croissant Café,36.65672075225053,-4.478848171065856,10,5.6,6,13,Café
203,Vega de oro,36.65796661657205,-4.473676718082422,4b59ec2bf964a52026a128e3,Dunkin' Coffee,36.65614167356178,-4.477651177048845,8,5.6,10,32,Donut Shop
204,Vega de oro,36.65796661657205,-4.473676718082422,4dfd20ccb0fb84d7ace2c666,La Sartén de La Abuela,36.65728544777341,-4.478791938417645,7,5.5,11,20,Spanish Restaurant
205,Vega de oro,36.65796661657205,-4.473676718082422,4b6c7fc0f964a520fd3e2ce3,100 Montaditos,36.657184892215646,-4.478767626525764,18,5.3,18,40,Sandwich Place
206,Vega de oro,36.65796661657205,-4.473676718082422,50561458e4b0feb29ab9032e,El Rincón del Café,36.657157137010266,-4.478647008118623,6,5.3,8,17,Café
207,Vega de oro,36.65796661657205,-4.473676718082422,4bea936d6295c9b624878608,McDonald's,36.65659567166733,-4.478797426095886,6,5.3,13,43,Fast Food Restaurant
208,Vega de oro,36.65796661657205,-4.473676718082422,4df341ea22718759f81f2180,Gambrinus,36.65714506639297,-4.478846736881817,9,5.1,6,36,Spanish Restaurant
209,Vega de oro,36.65796661657205,-4.473676718082422,4f4bf356e4b042bae09dc3a4,Chopp,36.65707448256846,-4.478872729429669,26,4.6,13,27,Tapas Restaurant
210,Playa virginia,36.71823011687678,-4.350290948404883,4c55860a4623be9afef39bf4,El Tintero,36.716837732329935,-4.3481801876040596,91,7.9,163,201,Seafood Restaurant
211,Pol alameda,36.71717752318704,-4.435773848978432,4bb503a20fb7b713f7d2bf8a,La Tagliatella,36.71529810299304,-4.431495020119185,48,8.1,80,64,Italian Restaurant
212,Pol alameda,36.71717752318704,-4.435773848978432,4d4428ce1928a35d89b4b570,El Figón de Juan,36.718844316555874,-4.434314866368557,6,7.0,5,6,Spanish Restaurant
213,Pol alameda,36.71717752318704,-4.435773848978432,4e876da85c5cfd1dcc657cea,Domino's Pizza,36.713960937494754,-4.433263066506208,1,7.5,11,8,Pizza Place
214,Pol alameda,36.71717752318704,-4.435773848978432,4c9d1c56542b224b35d8e69f,El Despachito de Gloria,36.71814033346001,-4.431301391030537,15,7.1,23,27,Spanish Restaurant
215,Pol alameda,36.71717752318704,-4.435773848978432,4cb027f6cbab236a6e229e73,El Secreto,36.713690754890834,-4.4333764116754,13,7.1,8,34,Café
216,Pol alameda,36.71717752318704,-4.435773848978432,4f6630cee4b0fb96f7635ee1,El Capricho,36.71375,-4.433398,7,6.9,4,5,Turkish Restaurant
217,Pol alameda,36.71717752318704,-4.435773848978432,4bffe07bf61ea59367e3ea13,Pans & Company,36.71445410473761,-4.432498621968396,4,6.4,13,16,Sandwich Place
218,Pol alameda,36.71717752318704,-4.435773848978432,4d8c8c4dc1b1721ee0e20246,Telepizza,36.71608654896498,-4.433073647208367,2,5.8,1,1,Pizza Place
219,Pol alameda,36.71717752318704,-4.435773848978432,4c7c1c5081bca093792b0515,Telepizza,36.719414935099635,-4.434535630733946,2,5.7,3,2,Pizza Place
220,Pol alameda,36.71717752318704,-4.435773848978432,4fdcd551e4b01d23393a9ecb,Sushimore,36.71441706111804,-4.432355059822095,12,5.6,13,20,Sushi Restaurant
221,La malagueta,36.717539390751284,-4.4111359330223365,554a3a86498e315a27eba3f6,El merendero de Antonio Martín,36.71768695322035,-4.4098349947243785,10,8.4,23,75,Spanish Restaurant
222,La malagueta,36.717539390751284,-4.4111359330223365,5777cfb9498ec5cc170608b9,La Tagliatella,36.718176336415915,-4.412743653498858,3,8.0,10,8,Italian Restaurant
223,La malagueta,36.717539390751284,-4.4111359330223365,5800e82b38fad39b2b1b7990,La Canasta,36.719542175113226,-4.412010230753178,5,7.9,25,12,Bakery
224,La malagueta,36.717539390751284,-4.4111359330223365,4c052b7a187ec928fa01b87b,Refectorium,36.71993491057536,-4.4100655735597565,19,8.1,32,30,Mediterranean Restaurant
225,La malagueta,36.717539390751284,-4.4111359330223365,5206500c2fc6f10bed61b77d,Dunkin' Coffee,36.71858016883829,-4.413579224263516,3,7.9,16,24,Donut Shop
226,La malagueta,36.717539390751284,-4.4111359330223365,4bce2c58ef1095215da68386,Pizza Pino,36.718536039127954,-4.410413855797859,18,7.6,20,19,Pizza Place
227,La malagueta,36.717539390751284,-4.4111359330223365,4fbbd7bbe4b0766311f1d684,Small Cafe,36.71859721972159,-4.413358981853604,10,7.8,21,43,Café
228,La malagueta,36.717539390751284,-4.4111359330223365,4b71c4fef964a520695b2de3,La Casita de la Patata,36.717401093886686,-4.4123864446616325,6,7.5,8,17,Fast Food Restaurant
229,La malagueta,36.717539390751284,-4.4111359330223365,5343b404498e2019b2929708,El Tres Alta Cocina Clásica,36.71816071174876,-4.40950870513916,6,7.3,5,22,Spanish Restaurant
230,La malagueta,36.717539390751284,-4.4111359330223365,4eeafd78aa1f66e35aa36edc,Lounge Bar Plaza,36.71552888425584,-4.4142021194573084,11,7.8,39,48,Café
231,La malagueta,36.717539390751284,-4.4111359330223365,5c8b95861ffed7002cd75c1e,Hard Rock Cafe,36.7185387868992,-4.412866963024296,7,7.5,12,27,American Restaurant
232,La malagueta,36.717539390751284,-4.4111359330223365,5346f950498efef444fbb9c8,Restaurante Toro Muelle Uno,36.7148435744597,-4.41466706819392,20,7.8,36,40,Spanish Restaurant
233,La malagueta,36.717539390751284,-4.4111359330223365,4c041c6058dad13a6b364897,Café de París,36.71851444818256,-4.411098278924147,5,6.7,3,4,Mediterranean Restaurant
234,La malagueta,36.717539390751284,-4.4111359330223365,4edf78fb93ad7f74f8b0bae2,Amigos Grill,36.71518006545799,-4.4144779885197,36,7.5,64,77,Mexican Restaurant
235,La malagueta,36.717539390751284,-4.4111359330223365,55d4fd5c498e1d00890385da,Angus,36.715431156238516,-4.414223208321148,9,7.7,11,21,Steakhouse
236,La malagueta,36.717539390751284,-4.4111359330223365,59b5313e4a1cc05fed4baf0c,la barra,36.714702,-4.414695,4,7.5,5,5,Tapas Restaurant
237,La malagueta,36.717539390751284,-4.4111359330223365,4d9addf09298b1f7d6064a38,Galopain,36.719895002106846,-4.4116597881385635,14,7.0,17,30,Café
238,La malagueta,36.717539390751284,-4.4111359330223365,4bf7dab64a67c928293c24cf,Chiringuito Tropicana,36.71903416427362,-4.407262566212765,32,7.0,50,97,Spanish Restaurant
239,La malagueta,36.717539390751284,-4.4111359330223365,55954635498e5de2c70cce61,Chopp,36.718349473411585,-4.413161810896474,5,6.8,5,9,Tapas Restaurant
240,La malagueta,36.717539390751284,-4.4111359330223365,57b1a4fe498e19de8cbe9421,KFC,36.71804733989923,-4.412770778143577,1,6.5,5,18,Fast Food Restaurant
241,La malagueta,36.717539390751284,-4.4111359330223365,4c0420bf58dad13afe364897,La Ménsula,36.71967722178326,-4.408831950886191,18,6.4,13,21,Mediterranean Restaurant
242,La malagueta,36.717539390751284,-4.4111359330223365,50de135fe4b07dd5d1b4c715,Taberna Del Muelle,36.71837800139927,-4.411685979993338,3,6.4,4,3,Gastropub
243,La malagueta,36.717539390751284,-4.4111359330223365,4bcf5350b221c9b6e7d0d1d0,El Gallo Rojo,36.716908195832914,-4.4111999035192575,4,6.5,3,6,Spanish Restaurant
244,La malagueta,36.717539390751284,-4.4111359330223365,4d0d1805257d6dcb54119a67,Circus,36.72095252028641,-4.408623977601596,13,6.9,7,8,Italian Restaurant
245,La malagueta,36.717539390751284,-4.4111359330223365,4c0d6a58b1b676b05b8de086,Pizzeria Trastevere,36.71889793160172,-4.410854509910395,13,6.3,11,18,Pizza Place
246,La malagueta,36.717539390751284,-4.4111359330223365,4bedb4ad946c0f47adcda263,Restaurante Mexicano Jalisco,36.71764770174741,-4.411313792584236,7,6.2,6,3,Mexican Restaurant
247,La malagueta,36.717539390751284,-4.4111359330223365,53879ab2498e39acdc8bf707,TGB The Good Burger,36.715632651879844,-4.414300964717355,29,6.3,34,65,Burger Joint
248,La malagueta,36.717539390751284,-4.4111359330223365,4ef87e0f2c5b044501ae295f,Kuorum,36.715000394783154,-4.4145949442465495,12,6.4,9,34,Spanish Restaurant
249,La malagueta,36.717539390751284,-4.4111359330223365,4cfaaabbc6cca35d60c38732,El Rancho,36.71967018271231,-4.409571400222623,20,6.4,18,23,Argentinian Restaurant
250,La malagueta,36.717539390751284,-4.4111359330223365,4c4b50c542b4d13a1d49807e,Taj Palace,36.71878186907041,-4.410555047289519,14,6.2,11,10,Indian Restaurant
251,La malagueta,36.717539390751284,-4.4111359330223365,4f833842e4b01e69d9942de4,O Mamma Mia,36.715375362227626,-4.4143659884704185,25,6.3,22,40,Italian Restaurant
252,La malagueta,36.717539390751284,-4.4111359330223365,4b77049df964a520ee742ee3,Spaghetteria Circus,36.72094120949653,-4.408672423906627,16,6.3,25,24,Italian Restaurant
253,La malagueta,36.717539390751284,-4.4111359330223365,5aeed76a012358002ce692a3,100 Montaditos,36.714832,-4.414877,2,6.2,2,2,Tapas Restaurant
254,La malagueta,36.717539390751284,-4.4111359330223365,50e5c666e4b033c8828c7202,Gaucho Grill,36.7150690104099,-4.414588425278278,16,6.2,17,28,Argentinian Restaurant
255,Perchel sur,36.71459981039457,-4.428440085982157,50b61c9ce4b0be8d47ed47ca,Óleo Mediterránea Sushi Bar,36.71449485024844,-4.425751118892808,48,8.7,84,123,Sushi Restaurant
256,Perchel sur,36.71459981039457,-4.428440085982157,4b6ddacff964a52006962ce3,Candamil,36.71448068341679,-4.427384907323258,14,8.3,21,18,Spanish Restaurant
257,Perchel sur,36.71459981039457,-4.428440085982157,58d8e8852f91cb026fc2d921,Da Saveria,36.714436,-4.428686,7,8.0,6,32,Italian Restaurant
258,Perchel sur,36.71459981039457,-4.428440085982157,4d2bedb8ebacb1f777571050,Los Valle Churros Y Chocolate,36.71308977972861,-4.429276361041498,5,7.7,8,10,Café
259,Perchel sur,36.71459981039457,-4.428440085982157,4eabf4b129c2152debf3dbef,O Mamma Mia,36.71716760848513,-4.428583171912738,4,8.0,13,9,Italian Restaurant
260,Perchel sur,36.71459981039457,-4.428440085982157,55c3a3bd498e5aa1a98e4798,Gourmet Experience El Corte Inglés,36.71729796773582,-4.42819689148577,5,8.2,45,43,Gastropub
261,Perchel sur,36.71459981039457,-4.428440085982157,4d97935ae07ea35d207bdd02,Restaurante Japonés Kyoto,36.71114867208626,-4.428592307234352,49,8.5,68,66,Japanese Restaurant
262,Perchel sur,36.71459981039457,-4.428440085982157,4e0f0b1e62e1d5a30d06ee8f,Cafetería El Corte Inglés,36.71724574049453,-4.428699147834897,8,7.0,20,23,Café
263,Perchel sur,36.71459981039457,-4.428440085982157,5a4f8195f870fd2b52ba33fa,Goiko Grill,36.718172,-4.428682,0,7.3,1,7,Burger Joint
264,Perchel sur,36.71459981039457,-4.428440085982157,52944e31498e7e1cc6e20543,Granier Panes Artesanos,36.712787908430585,-4.432986665188229,3,7.2,9,14,Bakery
265,Perchel sur,36.71459981039457,-4.428440085982157,4bd063f5046076b040d36f71,Dunkin' Coffee,36.718524440884536,-4.4293216467161605,18,7.3,37,94,Donut Shop
266,Perchel sur,36.71459981039457,-4.428440085982157,55cb402e498e057c68b84302,Gourmet Experience El Corte Inglés,36.717377380064065,-4.428536155452807,1,6.8,5,7,Bistro
267,Perchel sur,36.71459981039457,-4.428440085982157,53c7b138498edeb14aeb833f,Mister Noodles,36.714144409702996,-4.431247528191334,6,6.8,14,14,Asian Restaurant
268,Perchel sur,36.71459981039457,-4.428440085982157,56812806498e639d229e20e4,La Perica,36.71268784734419,-4.43121049978047,5,6.6,5,9,Bistro
269,Perchel sur,36.71459981039457,-4.428440085982157,54b0e969498efd7048f91ce8,La Mar de Soler,36.71400220119432,-4.43016920622685,4,6.1,6,12,Seafood Restaurant
270,Perchel sur,36.71459981039457,-4.428440085982157,57a5fb23498ec1f9eaff9370,Lizarran,36.71177,-4.431787,2,6.3,3,4,Tapas Restaurant
271,Perchel sur,36.71459981039457,-4.428440085982157,4c59662404f9be9a2b20ef60,100 Montaditos,36.711929342809285,-4.432753558160035,16,6.1,31,55,Sandwich Place
272,Perchel sur,36.71459981039457,-4.428440085982157,4d3076097791224bb268d142,Bar Nuestra Señora Del Gran Poder,36.713339606373125,-4.429434725615097,11,5.7,3,8,Spanish Restaurant
273,Perchel sur,36.71459981039457,-4.428440085982157,4cfd4a97c6cca35df20f9632,Mendivil,36.71352696745083,-4.430968807320731,7,5.6,3,4,Burger Joint
274,Perchel sur,36.71459981039457,-4.428440085982157,4be9586288ed2d7f37d6cc1d,Juandi,36.712127264978236,-4.430641544039722,4,5.9,3,4,Spanish Restaurant
275,Perchel sur,36.71459981039457,-4.428440085982157,509eb5c6e4b076197c36fbb2,Taco Bell,36.71196338414721,-4.432356646577947,17,5.9,25,54,Fast Food Restaurant
276,Perchel sur,36.71459981039457,-4.428440085982157,4bdb2758c79cc928ee6381e9,Baboo Café,36.718495039381644,-4.428798068362036,9,6.2,1,22,Café
277,Perchel sur,36.71459981039457,-4.428440085982157,4cd8556a5e1b721eaba239d9,Restaurante Chino Flamingo,36.71285041048879,-4.429131699427124,6,5.4,2,6,Chinese Restaurant
278,Perchel sur,36.71459981039457,-4.428440085982157,50410dd6e4b0805b9ecf3101,Tomaquet,36.71203336501356,-4.432769714952517,4,6.0,14,23,Tapas Restaurant
279,Perchel sur,36.71459981039457,-4.428440085982157,4cce9ca27c2ff04d1997a57e,Sabora,36.71271921091947,-4.432065944835818,12,5.7,9,40,Breakfast Spot
280,Perchel sur,36.71459981039457,-4.428440085982157,4ca0b3fc8afca0933ef71416,Dunkin' Coffee,36.7119470352626,-4.43186768167432,14,5.8,22,69,Donut Shop
281,Perchel sur,36.71459981039457,-4.428440085982157,4c0be9b4340720a193d28893,McDonald's,36.712152001571134,-4.4327116501858255,8,5.6,16,35,Fast Food Restaurant
