,Barrio,Latitud_barrio,Longitud_barrio,IdRest,Lugar,Latitud_lugar,Longitud_lugar,Nota,Likes,Categoría
167,La goleta,36.72470304307662,-4.424319226713913,4b7d4506f964a5209bb52fe3,Restaurante Vino Mío,36.72435942611007,-4.418924619451227,8.1,81,Spanish Restaurant
168,La goleta,36.72470304307662,-4.424319226713913,558f0abc498e2d2a21511a98,Vinería Cervantes,36.72404427110153,-4.41931951714515,7.8,27,Tapas Restaurant
169,La goleta,36.72470304307662,-4.424319226713913,4f76f655e4b0b96439e66276,Los Gatos,36.722336,-4.419815,7.8,197,Spanish Restaurant
170,La goleta,36.72470304307662,-4.424319226713913,577183b9498ef7463bdc6707,21 Bou,36.72181586969126,-4.420671179417695,7.6,16,Diner
171,La goleta,36.72470304307662,-4.424319226713913,5679ceb1498e720a4435faf4,La Calle,36.72250562427653,-4.422394620412665,7.0,8,Burger Joint
172,La goleta,36.72470304307662,-4.424319226713913,51f6a671498eac77a233c0de,Luke's Bar,36.721123,-4.424174,7.1,5,German Restaurant
173,La goleta,36.72470304307662,-4.424319226713913,4c363ce993db0f47b1ba1d92,Restaurante Libanés,36.722427,-4.419685,7.3,6,Moroccan Restaurant
174,La goleta,36.72470304307662,-4.424319226713913,4ed001d10e61efa330940948,Malapizza,36.72130364838921,-4.423519860494369,6.9,12,Italian Restaurant
175,Santa paula,36.69171585904322,-4.447122602724611,4d29c407849f3704c1b38141,Pizzeria Lo Spuntino,36.6913534536697,-4.443461493593788,9.0,59,Italian Restaurant
176,Santa paula,36.69171585904322,-4.447122602724611,4d91ba10270e6ea8d0e858ff,Burger Scooby,36.691085119391666,-4.444805542134987,5.9,4,Burger Joint
177,Santa paula,36.69171585904322,-4.447122602724611,4e3d39de1838cb1b82ecf28c,Pizzorante Bellavista Mare,36.68985424997887,-4.442409386229074,6.3,12,Pizza Place
178,Santa paula,36.69171585904322,-4.447122602724611,4c42ecbcff711b8d15341405,Papulinos III,36.69030699322083,-4.449563603702069,5.7,5,Steakhouse
179,Santa paula,36.69171585904322,-4.447122602724611,4d749bfc0a22236ab0cc3702,Cafeteria Duran-Duran,36.69047399089138,-4.445027028266686,5.3,4,Breakfast Spot
180,Plaza de toros vieja,36.71184524230923,-4.427464547540838,50b61c9ce4b0be8d47ed47ca,Óleo Mediterránea Sushi Bar,36.71449485024844,-4.425751118892808,8.6,84,Sushi Restaurant
181,Plaza de toros vieja,36.71184524230923,-4.427464547540838,4edff3069adf58ec9d75a72a,Restaurante Gallego Candemil,36.714130785217215,-4.426817737319209,7.0,6,Spanish Restaurant
182,Plaza de toros vieja,36.71184524230923,-4.427464547540838,4e20aba5a80968cf3e379575,Brasayleña Vialia,36.71194247581049,-4.433045270133818,5.6,6,Brazilian Restaurant
183,Plaza de toros vieja,36.71184524230923,-4.427464547540838,4c0be9b4340720a193d28893,McDonald's,36.712152001571134,-4.4327116501858255,5.5,16,Fast Food Restaurant
184,Perchel norte,36.71923649852756,-4.427464101696314,4eabf4b129c2152debf3dbef,O Mamma Mia,36.71716760848513,-4.428583171912738,8.0,13,Italian Restaurant
185,Perchel norte,36.71923649852756,-4.427464101696314,4ea93e799adf64e06c472db1,El Almacén del Indiano,36.720785578671894,-4.424144752029212,8.0,6,Deli / Bodega
186,Perchel norte,36.71923649852756,-4.427464101696314,51f6a671498eac77a233c0de,Luke's Bar,36.721123,-4.424174,7.1,5,German Restaurant
187,Perchel norte,36.71923649852756,-4.427464101696314,4c2de5ab4e132d7f3d1e9ddf,Alea Restaurante,36.72087537112774,-4.424074604186769,6.4,20,Gastropub
188,Perchel norte,36.71923649852756,-4.427464101696314,4bc8ceec3740b713276c5d65,Alameda Martiricos,36.717391,-4.423392,6.4,6,Mediterranean Restaurant
189,Los guindos,36.68935703296362,-4.446546044880198,558b1298498e5c83b1ce1ece,Jalar Casual Restaurant,36.6896008679609,-4.450890659985262,6.5,9,Tapas Restaurant
