,Barrio,Latitud_barrio,Longitud_barrio,IdRest,Lugar,Latitud_lugar,Longitud_lugar,Nota,Likes,Categoría
82,Centro historico,36.72071959691778,-4.421059456825723,577183b9498ef7463bdc6707,21 Bou,36.72181586969126,-4.420671179417695,7.6,16,Diner
83,Centro historico,36.72071959691778,-4.421059456825723,4bedb1f7a40fc928345c820c,El Tapeo de Cervantes,36.723929,-4.419261,8.9,164,Tapas Restaurant
84,Centro historico,36.72071959691778,-4.421059456825723,51812a08498e85106c80b89a,Tejeringo's Coffee,36.7230569081028,-4.420836975523713,7.9,76,Café
85,Centro historico,36.72071959691778,-4.421059456825723,50796ed7e4b0eb8b8395f8b8,Los Hidalgos,36.721284124040665,-4.419628112076311,7.6,7,Spanish Restaurant
86,Centro historico,36.72071959691778,-4.421059456825723,5784043b498e4d3632eb106d,Ciao Carreteria 69,36.723747,-4.422696,8.6,17,Pizza Place
87,Centro historico,36.72071959691778,-4.421059456825723,51c9f978498e83130db4b720,BĀ,36.71932056178993,-4.4204228187770225,7.6,19,Japanese Restaurant
88,Centro historico,36.72071959691778,-4.421059456825723,5a9bf2979f8a9f308338e5e0,Casa Lola,36.71967376365146,-4.42048913645738,7.6,12,Spanish Restaurant
89,Centro historico,36.72071959691778,-4.421059456825723,4c11524ed917c928fa85b562,La Catedral del Pescaito,36.72148427612376,-4.419977312631435,7.5,14,Seafood Restaurant
90,Centro historico,36.72071959691778,-4.421059456825723,53ab1c21498e89b5023bab3d,kgb,36.72044659901826,-4.42121499869209,7.5,31,Bistro
91,Centro historico,36.72071959691778,-4.421059456825723,4d6823a7cba6a35dd57dd5c1,Noviembre,36.72378525691984,-4.419611228445574,8.4,282,Restaurant
92,Centro historico,36.72071959691778,-4.421059456825723,54665168498eef23bccb2c9c,Recyclo BikeCafé,36.7195252982411,-4.424778273537989,8.3,97,Snack Place
93,Centro historico,36.72071959691778,-4.421059456825723,4e614e1262e13e3bce26b8ac,Bar Málaga,36.72117179734476,-4.421331010413341,7.5,9,Spanish Restaurant
94,Centro historico,36.72071959691778,-4.421059456825723,57af0d0f498e444c99dcdb87,Restaurante Soca,36.723291,-4.423652,8.3,15,Restaurant
95,Centro historico,36.72071959691778,-4.421059456825723,50cb372de4b05a8a0ee02b2b,La Reserva del Olivo,36.72179787702006,-4.420366851966586,7.5,31,Restaurant
96,Centro historico,36.72071959691778,-4.421059456825723,56e326b2498ed68a8d77bdb3,Black Label - Urban Grill,36.723596833395035,-4.4191759666567245,8.2,7,Steakhouse
97,Centro historico,36.72071959691778,-4.421059456825723,4ed0ff37775bbb5f338cd9d2,La Cepa,36.719705,-4.420514,7.4,8,Spanish Restaurant
98,Centro historico,36.72071959691778,-4.421059456825723,54d3d661498e0eec3732b017,Batik,36.72221489178558,-4.417016179272806,8.4,63,Mediterranean Restaurant
99,Centro historico,36.72071959691778,-4.421059456825723,4c13e4c97f7f2d7f17f0df68,Cortijo de Pepe,36.722946735506184,-4.417668467996575,8.4,72,Mediterranean Restaurant
100,Centro historico,36.72071959691778,-4.421059456825723,5182e00b498ed4da4e54952e,Amigos,36.71928483934531,-4.421042000671283,7.4,17,Restaurant
101,Centro historico,36.72071959691778,-4.421059456825723,4c2ba8ced1a10f475a4bf864,Las Papas del Museo,36.721990330898564,-4.418338513466658,7.7,21,Spanish Restaurant
102,Centro historico,36.72071959691778,-4.421059456825723,516c3e1ce4b06b42beaf1d0f,Taberna del Siglo,36.721607033204236,-4.420152316768928,7.4,55,Gastropub
103,Centro historico,36.72071959691778,-4.421059456825723,503ff41de4b06be18f39d1d4,La Cocotte,36.7197393458236,-4.421068342205961,7.4,48,Gastropub
104,Centro historico,36.72071959691778,-4.421059456825723,571b6c38498eba1f33b72f74,El Cartuchito,36.71834,-4.4237123,7.9,6,Tapas Restaurant
105,Centro historico,36.72071959691778,-4.421059456825723,4c38718e93db0f47bc872192,El Vegetariano de la Alcazabilla,36.722083477249605,-4.4170273328862555,8.3,26,Vegetarian / Vegan Restaurant
106,Centro historico,36.72071959691778,-4.421059456825723,572f90d1498e6743a5e92255,el gastronauta,36.72170953652926,-4.419430612314461,7.3,14,Gastropub
107,Centro historico,36.72071959691778,-4.421059456825723,4cb37a8239458cfafea11aa0,El Farolito,36.723395651193364,-4.420132720261378,7.7,20,Argentinian Restaurant
108,Centro historico,36.72071959691778,-4.421059456825723,5690216d498eff7b08f303c6,Terral Gastrobar,36.72041820133324,-4.421101212501526,7.3,8,Tapas Restaurant
109,Centro historico,36.72071959691778,-4.421059456825723,4c17ea15834e2d7feb152880,La Quesería,36.721406940721344,-4.420978209737844,7.3,28,Spanish Restaurant
110,Centro historico,36.72071959691778,-4.421059456825723,520f915211d2d7de4236819a,Puro Pescaito,36.723354924745365,-4.421153690465709,7.6,31,Seafood Restaurant
111,Centro historico,36.72071959691778,-4.421059456825723,50c3572ae4b070f4c214bf6d,La Bouganvilla,36.72179481934187,-4.420554068105878,7.3,63,Spanish Restaurant
112,Centro historico,36.72071959691778,-4.421059456825723,58e65df692ca4c27d962556a,Gloria Hoyos Café Bar,36.724068,-4.4217787,7.9,8,Gastropub
113,Centro historico,36.72071959691778,-4.421059456825723,4bc5b7e05935c9b6d73ba6d2,Café Central,36.72113569911789,-4.421727054668476,7.3,99,Café
114,Centro historico,36.72071959691778,-4.421059456825723,4ccc2b4f566aa0936f841ffd,Quitapenas,36.72124530039973,-4.421086323873183,7.3,16,Spanish Restaurant
115,Centro historico,36.72071959691778,-4.421059456825723,58e40f20326c5a26e154a24c,Kirei,36.717125,-4.420753,8.0,8,Sushi Restaurant
116,Centro historico,36.72071959691778,-4.421059456825723,58a0d92c72714f7d353e1407,La Sole del Pimpi,36.721893,-4.417894,7.6,9,Spanish Restaurant
117,Centro historico,36.72071959691778,-4.421059456825723,4c534661f5f3d13a29ae35f8,Matahambre,36.722180032944514,-4.420726153272953,7.2,178,Tapas Restaurant
118,Centro historico,36.72071959691778,-4.421059456825723,4c363ce993db0f47b1ba1d92,Restaurante Libanés,36.722427,-4.419685,7.3,6,Moroccan Restaurant
119,Centro historico,36.72071959691778,-4.421059456825723,5690d277498e979c7ef1b953,Santa Canela,36.716856,-4.423319,8.5,38,Breakfast Spot
120,Centro historico,36.72071959691778,-4.421059456825723,4b78149df964a520e7b42ee3,Cafe de L'abuela,36.72123816373455,-4.419004931781911,7.2,20,Café
121,Centro historico,36.72071959691778,-4.421059456825723,4cffa3730457b1f720fa2c78,El Jardín,36.72058690768484,-4.418769039121131,7.2,29,Spanish Restaurant
122,Centro historico,36.72071959691778,-4.421059456825723,4b877dc4f964a520cbc031e3,Café Madrid,36.72187089298663,-4.420575484285011,7.2,34,Café
123,Centro historico,36.72071959691778,-4.421059456825723,52a4731411d24137067d4315,Ciao,36.72180728313589,-4.419842214449999,7.2,37,Pizza Place
124,Centro historico,36.72071959691778,-4.421059456825723,4e5fe8168877954de718d30e,Pizzeria La Romántica,36.723969076038614,-4.4193975909442385,7.8,18,Pizza Place
125,Centro historico,36.72071959691778,-4.421059456825723,4d72bfd8bce5721eff20d315,La Burguesita Malaga,36.72046000154842,-4.42130540967275,7.2,33,Burger Joint
126,Centro historico,36.72071959691778,-4.421059456825723,54b79d34498e9197e0ecd3d1,Rey Negro Caffe,36.71964981228351,-4.4204871988951675,7.2,7,Breakfast Spot
127,Centro historico,36.72071959691778,-4.421059456825723,4b7d4506f964a5209bb52fe3,Restaurante Vino Mío,36.72435942611007,-4.418924619451227,8.1,81,Spanish Restaurant
128,Centro historico,36.72071959691778,-4.421059456825723,4f4a2e05e4b0962089405128,el gallo ronco,36.721024216800465,-4.420796984746503,7.1,20,Spanish Restaurant
129,Centro historico,36.72071959691778,-4.421059456825723,558f0abc498e2d2a21511a98,Vinería Cervantes,36.72404427110153,-4.41931951714515,7.8,27,Tapas Restaurant
130,Centro historico,36.72071959691778,-4.421059456825723,4d03f05d26adb1f7bc8ccf70,Meson Santiago Sedeño,36.72127,-4.420326,7.1,10,Tapas Restaurant
131,Centro historico,36.72071959691778,-4.421059456825723,4bad41d8f964a520d13e3be3,El Lechuga,36.72307644065269,-4.417577084037909,7.8,47,Salad Place
132,Centro historico,36.72071959691778,-4.421059456825723,4c4adee4959220a19adcbb0e,Marisquería Casa Vicente,36.71843219602982,-4.422225073483204,7.3,28,Seafood Restaurant
133,Centro historico,36.72071959691778,-4.421059456825723,4befb0891f17ef3bf8ac9bc8,Calafate,36.7227201393375,-4.422773429091549,7.3,38,Vegetarian / Vegan Restaurant
134,Centro historico,36.72071959691778,-4.421059456825723,549593e7498e91fedc4802f6,La Brujhada,36.721430370502944,-4.418658516029738,7.1,5,French Restaurant
135,Centro historico,36.72071959691778,-4.421059456825723,4b7562bef964a52093092ee3,Clandestino,36.72233331424432,-4.419334972114971,7.1,30,Mediterranean Restaurant
136,Centro historico,36.72071959691778,-4.421059456825723,4b6f2dbef964a52058e22ce3,El Gato con Bota,36.722137105932404,-4.417496756657231,7.4,16,Tapas Restaurant
137,Centro historico,36.72071959691778,-4.421059456825723,4d5fd5625c39b1f79a75fc49,Citron Bar & Restaurant,36.723399989477485,-4.418107279978821,7.6,34,Mediterranean Restaurant
138,Centro historico,36.72071959691778,-4.421059456825723,516be331e4b0c356f3cf854d,La Taberna del Pintxo,36.718733205894885,-4.422024441391338,7.1,52,Tapas Restaurant
139,Centro historico,36.72071959691778,-4.421059456825723,589a182aaf5c1433cf4c4abd,Nic Pic,36.724064,-4.418208,7.8,8,New American Restaurant
140,Centro historico,36.72071959691778,-4.421059456825723,54909375498e057c5067137e,Restaurante Arigato,36.722510831752935,-4.4201561529789055,7.0,14,Japanese Restaurant
141,Centro historico,36.72071959691778,-4.421059456825723,4fe35315e4b0179c631d1940,Isabella Taller de Cocina,36.7225084915136,-4.419491290692025,7.1,12,Mediterranean Restaurant
142,Centro historico,36.72071959691778,-4.421059456825723,523218ae11d2e9da3fe57b3f,La Mafia,36.721116298391635,-4.422620100522591,7.0,50,Italian Restaurant
143,Centro historico,36.72071959691778,-4.421059456825723,4eb52766991165b762448586,Pescaito Frito Mercado Atarazanas,36.718193557523655,-4.424183440538287,7.5,7,Seafood Restaurant
144,La merced,36.724487246299134,-4.418860534262469,51545633e4b0f865ac3b49d7,El Mesón de Cervantes,36.724031554715296,-4.41997173822235,9.2,320,Tapas Restaurant
145,La merced,36.724487246299134,-4.418860534262469,4bedb1f7a40fc928345c820c,El Tapeo de Cervantes,36.723929,-4.419261,8.9,164,Tapas Restaurant
146,La merced,36.724487246299134,-4.418860534262469,4d6823a7cba6a35dd57dd5c1,Noviembre,36.72378525691984,-4.419611228445574,8.4,282,Restaurant
147,La merced,36.724487246299134,-4.418860534262469,4c13e4c97f7f2d7f17f0df68,Cortijo de Pepe,36.722946735506184,-4.417668467996575,8.4,72,Mediterranean Restaurant
148,La merced,36.724487246299134,-4.418860534262469,4c87967f51ada1cdb0094910,Casa Lola,36.72206533497648,-4.418997870539572,9.0,169,Tapas Restaurant
149,La merced,36.724487246299134,-4.418860534262469,56e326b2498ed68a8d77bdb3,Black Label - Urban Grill,36.723596833395035,-4.4191759666567245,8.2,7,Steakhouse
150,La merced,36.724487246299134,-4.418860534262469,4b7d4506f964a5209bb52fe3,Restaurante Vino Mío,36.72435942611007,-4.418924619451227,8.1,81,Spanish Restaurant
151,La merced,36.724487246299134,-4.418860534262469,50b3b20ae4b0373657dd6e80,Taste of America,36.72287535031554,-4.421510129506755,8.7,145,Deli / Bodega
152,La merced,36.724487246299134,-4.418860534262469,4da4279a22a5f04dba063255,Madeinterranea Food and Wine,36.72252969084648,-4.420252657425305,8.1,41,Spanish Restaurant
153,La merced,36.724487246299134,-4.418860534262469,4e5fe8168877954de718d30e,Pizzeria La Romántica,36.723969076038614,-4.4193975909442385,7.8,18,Pizza Place
154,La merced,36.724487246299134,-4.418860534262469,4d1ceb6e0901721e8b0174a5,Los Tres Caracoles,36.72316913089422,-4.420944076775828,8.0,10,Tapas Restaurant
155,La merced,36.724487246299134,-4.418860534262469,54d3d661498e0eec3732b017,Batik,36.72221489178558,-4.417016179272806,8.4,63,Mediterranean Restaurant
156,La merced,36.724487246299134,-4.418860534262469,4bae81b4f964a520b2ba3be3,Café con Libros,36.72353634914174,-4.417114348511786,7.8,113,Café
157,La merced,36.724487246299134,-4.418860534262469,4b52ffc2f964a5203f8c27e3,Mesón Mariano,36.72263,-4.41995,8.0,25,Spanish Restaurant
158,La merced,36.724487246299134,-4.418860534262469,558f0abc498e2d2a21511a98,Vinería Cervantes,36.72404427110153,-4.41931951714515,7.8,27,Tapas Restaurant
159,La merced,36.724487246299134,-4.418860534262469,4bd5f35a7b1876b08bb08b86,Cañadú,36.723394732583465,-4.417033686672064,7.7,53,Vegetarian / Vegan Restaurant
160,La merced,36.724487246299134,-4.418860534262469,4bad41d8f964a520d13e3be3,El Lechuga,36.72307644065269,-4.417577084037909,7.8,47,Salad Place
161,La merced,36.724487246299134,-4.418860534262469,589a182aaf5c1433cf4c4abd,Nic Pic,36.724064,-4.418208,7.7,8,New American Restaurant
162,La merced,36.724487246299134,-4.418860534262469,4b62d82af964a52023552ae3,Samarkanda,36.722417,-4.419501,7.9,6,Middle Eastern Restaurant
163,La merced,36.724487246299134,-4.418860534262469,4cc97848e7926dcb5f9f5c77,La Cosmopolita,36.72195919108497,-4.419889979582002,8.2,61,Mediterranean Restaurant
164,La merced,36.724487246299134,-4.418860534262469,559ecf86498e4096ae2b3535,La Luz de Candela,36.725008,-4.420545,7.7,6,Spanish Restaurant
165,La merced,36.724487246299134,-4.418860534262469,4b886133f964a52082f331e3,El Pimpi,36.72169493732647,-4.417351235910856,8.5,1252,Tapas Restaurant
166,La merced,36.724487246299134,-4.418860534262469,51812a08498e85106c80b89a,Tejeringo's Coffee,36.7230569081028,-4.420836975523713,7.9,76,Café
167,La merced,36.724487246299134,-4.418860534262469,4cb37a8239458cfafea11aa0,El Farolito,36.723395651193364,-4.420132720261378,7.7,20,Argentinian Restaurant
